source,url,path,sha256,bytes,retrieved_utc,http_status
cbp_regime,https://api.census.gov/data/2017/cbp/variables/EMP_N_F.json,data/raw/audit/cbp_regime/variables/2017_EMP_N_F.json,ad077046980d63fab64bf980347302484a6992e77fae70666b8366df67a9d74f,393,2026-09-04T16:25:22+00:00,200
cbp_regime,https://api.census.gov/data/2018/cbp/variables/EMP.json,data/raw/audit/cbp_regime/variables/2018_EMP.json,aa11d7f19816247e76651218ac3ffa55a5550059e1920d183d90ea890ca8a203,451,2026-09-04T16:25:35+00:00,200
cbp_regime,https://api.census.gov/data/2018/cbp/variables/EMP_F.json,data/raw/audit/cbp_regime/variables/2018_EMP_F.json,b71e5783e8ec706625b8f421502f15e6ccee30d6bd683d4c8f63b5b8e5db8e3d,493,2026-09-04T16:25:35+00:00,200
cbp_regime,https://api.census.gov/data/2018/cbp/variables/EMP_N.json,data/raw/audit/cbp_regime/variables/2018_EMP_N.json,3fdee47efa76203d6bb7073b7325e7fab7c9c7a8f6e5897b9e0640be678ed928,471,2026-09-04T16:25:35+00:00,200
cbp_regime,https://api.census.gov/data/2018/cbp/variables/EMP_N_F.json,data/raw/audit/cbp_regime/variables/2018_EMP_N_F.json,439f54ff94a1f67e3651e661a732362c1529169e6aacf7f4617ef2c971f2e0dd,514,2026-09-04T16:25:35+00:00,200
cbp_regime,https://api.census.gov/data/2019/cbp/variables/EMP.json,data/raw/audit/cbp_regime/variables/2019_EMP.json,1b830990222883aa64d22aa208fa1a19671767e66259c0921d7a5f231cc40470,344,2026-09-04T16:25:35+00:00,200
cbp_regime,https://api.census.gov/data/2019/cbp/variables/EMP_F.json,data/raw/audit/cbp_regime/variables/2019_EMP_F.json,c5829dcca50aade3755cd3102e2abb99105d883f849c37342ceaa65ea83c5a8f,386,2026-09-04T16:25:36+00:00,200
cbp_regime,https://api.census.gov/data/2019/cbp/variables/EMP_N.json,data/raw/audit/cbp_regime/variables/2019_EMP_N.json,cd1022baed1da41d9f9249dfc41de5e0c45db552f3689cbb6539fda775af67d0,364,2026-09-04T16:25:36+00:00,200
cbp_regime,https://api.census.gov/data/2019/cbp/variables/EMP_N_F.json,data/raw/audit/cbp_regime/variables/2019_EMP_N_F.json,458d5832a771ec45f391422c166df97fdf5c926012166d8b3a5105b91619f967,407,2026-09-04T16:25:36+00:00,200
cbp_regime,https://api.census.gov/data/2020/cbp/variables/EMP.json,data/raw/audit/cbp_regime/variables/2020_EMP.json,5dc79ffb4a7924464d8a8a2541ea472984a31548eede5e8235491f71c6d36b5f,344,2026-09-04T16:25:37+00:00,200
